event_id,cow,start,end,duration_bins,duration_hours,profile,expected_detected,design_reason,steps_change_target,motion_change_target,transitions_change_target,posture_shift_target,schedule_rotation,realized_position_ratio,source_steps_sum,source_motion_sum,source_transitions_sum,realized_steps_change,realized_motion_change,realized_transitions_change,informative_source_window,detected_any_overlap,novel_start_count,episode_overlap,detected_iou20,best_iou,episode_overlap_raw,detected_iou20_raw,best_iou_raw,attributable_interval_count,onset_delay_hours,score_max,legacy_detected_any_overlap,legacy_novel_start_count,legacy_episode_overlap,legacy_detected_iou20,legacy_best_iou,legacy_episode_overlap_raw,legacy_detected_iou20_raw,legacy_best_iou_raw,legacy_attributable_interval_count,legacy_onset_delay_hours,legacy_score_max,scenario,seed,heldout_start,event_after_heldout,protocol_role,if_score_min,if_anom_k_max,warning_score_max,cow_background_notifs,legacy_cow_background_notifs,cow_false_notifs,legacy_cow_false_notifs,cow_monitoring_days,cow_total_span_days,cow_days,sensitivity_run_hash,sensitivity_module_version,sensitivity_configuration,sensitivity_parameter,sensitivity_tested_value
8081_gradual_moderate_s11_1860,8081,2023-11-04 19:45:00,2023-11-06 19:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,3,0.759493670886076,594.0,4328.0,35.0,-0.2278893995887502,-0.1972310270588855,-0.1811252203453144,True,0,0,1,0,0.0416666666666666,1,1,0.3125,23,,0.6359922237314068,0,0,0,0,0.0,0,0,0.0,0,,6.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1944662325036791,6.0,0.6359922237314068,1,2,1,2,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8081_gradual_marked_s11_2128,8081,2023-11-07 14:45:00,2023-11-10 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,3,0.8689260922825643,1143.0,7555.0,43.0,-0.3330030100611891,-0.3046895064217231,-0.2973694353167142,True,1,2,1,1,0.2083333333333333,1,1,0.2083333333333333,52,24.5,0.5376997628341138,1,1,1,0,0.0291666666666666,1,0,0.0291666666666666,7,3.75,10.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1813651474261836,10.0,0.5376997628341138,1,2,1,2,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8081_isolated_short_variation_s11_1552,8081,2023-11-01 14:45:00,2023-11-01 17:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,3,0.6337280522662311,20.0,69.0,3.0,0.1105555555555555,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.06,0,0,0,0,0.0,0,0,0.0,0,,8.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.066351141831611,8.0,0.06,1,2,1,2,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8086_gradual_mild_s11_1552,8086,2023-11-01 14:45:00,2023-11-03 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,0,0.6337280522662311,814.0,4804.0,37.0,-0.0921613581909885,-0.0785015792629065,-0.0914481144694745,True,0,0,1,0,0.0069444444444444,1,0,0.1666666666666666,1,,0.4191097013894106,0,0,0,0,0.0,1,0,0.0138888888888888,0,,8.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.2118876253910731,8.0,0.4191097013894106,2,5,2,5,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8086_gradual_moderate_s11_1772,8086,2023-11-03 21:45:00,2023-11-05 21:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,0,0.7235606369946918,360.0,2440.0,39.0,-0.2325572415459709,-0.1971599035394931,-0.1990559529070802,True,1,1,1,0,0.1458333333333333,1,1,0.558974358974359,52,40.75,0.6942131474490256,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.0435848828557182,5.0,0.6942131474490256,2,5,2,5,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8086_gradual_marked_s11_2040,8086,2023-11-06 16:45:00,2023-11-09 04:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,0,0.8329930583911801,1040.0,6825.0,60.0,-0.3724740736348838,-0.3335434292469147,-0.2902329638893187,True,1,1,1,1,0.4625,1,1,0.4625,111,21.75,0.489422768747182,0,0,0,0,0.0,1,0,0.0208333333333333,0,,7.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1540437906581172,7.0,0.489422768747182,2,5,2,5,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8086_isolated_short_variation_s11_2356,8086,2023-11-09 23:45:00,2023-11-10 02:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,0,0.9620253164556962,25.0,167.0,2.0,0.1453333333333333,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.2213425348111869,0,0,0,0,0.0,0,0,0.0,0,,1.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0522771493053934,1.0,0.2213425348111869,2,5,2,5,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8147_gradual_mild_s11_2248,8147,2023-11-08 20:30:00,2023-11-10 08:15:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,1,0.908649959579628,973.0,4243.0,34.0,-0.1019479206342325,-0.0862810144290084,-0.0963398803919735,True,0,0,0,0,0.0,0,0,0.0,0,,0.2415847169892601,0,0,0,0,0.0,0,0,0.0,0,,6.0,gradual_mild,11,2023-10-31 22:30:00,True,primary,-0.1572836419450137,6.0,0.2415847169892601,3,1,3,1,10.270833333333334,25.697916666666668,10.270833333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8147_gradual_moderate_s11_1570,8147,2023-11-01 19:00:00,2023-11-03 18:45:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,1,0.6345998383185125,1722.0,7955.0,43.0,-0.2370403930107028,-0.2080111250359442,-0.1943103106400343,True,0,0,1,0,0.0208333333333333,1,1,0.2447916666666666,4,,0.3158285671501493,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_moderate,11,2023-10-31 22:30:00,True,primary,-0.1619794713156515,4.0,0.3158285671501493,3,1,3,1,10.270833333333334,25.697916666666668,10.270833333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8147_gradual_marked_s11_1840,8147,2023-11-04 14:30:00,2023-11-07 02:15:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,1,0.7437348423605498,1546.0,7162.0,54.0,-0.3100201842560729,-0.2919654837756416,-0.292548998572618,True,0,0,1,0,0.15,1,1,0.4541666666666666,38,,0.6792792418330678,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_marked,11,2023-10-31 22:30:00,True,primary,-0.2008753707149277,4.0,0.6792792418330678,3,1,3,1,10.270833333333334,25.697916666666668,10.270833333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8147_isolated_short_variation_s11_2158,8147,2023-11-07 22:00:00,2023-11-08 00:45:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,1,0.872271624898949,80.0,305.0,3.0,0.1256944444444443,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.1289712797156967,0,0,0,0,0.0,0,0,0.0,0,,4.0,isolated_short_variation,11,2023-10-31 22:30:00,True,primary,-0.0132681451158223,4.0,0.1289712797156967,3,1,3,1,10.270833333333334,25.697916666666668,10.270833333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8149_gradual_mild_s11_1951,8149,2023-11-05 19:45:00,2023-11-07 07:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,2,0.7982815057283142,412.0,2409.0,30.0,-0.111548438798117,-0.0905749656471319,-0.0906761915465431,True,0,0,0,0,0.0,0,0,0.0,0,,0.476068846480887,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1692938779626657,5.0,0.476068846480887,2,4,2,4,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8149_gradual_moderate_s11_2171,8149,2023-11-08 02:45:00,2023-11-10 02:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,2,0.8882978723404256,595.0,3131.0,40.0,-0.2530867748886866,-0.2159360126208241,-0.1832872409820727,True,0,0,0,0,0.0,1,0,0.0579710144927536,0,,0.5146488544507865,0,0,0,0,0.0,0,0,0.0,0,,6.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1711358023656946,6.0,0.5146488544507865,2,4,2,4,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8149_gradual_marked_s11_1547,8149,2023-11-01 14:45:00,2023-11-04 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,2,0.6329787234042553,1066.0,5706.0,51.0,-0.3780988917642389,-0.3389915896345803,-0.2988903416897578,True,1,1,1,0,0.175,1,0,0.175,42,41.25,0.4488323011339077,0,0,0,0,0.0,0,0,0.0,0,,7.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1512734963351875,7.0,0.4488323011339077,2,4,2,4,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8149_isolated_short_variation_s11_1863,8149,2023-11-04 21:45:00,2023-11-05 00:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,2,0.7622749590834698,20.0,157.0,0.0,0.1013888888888889,0.0,,True,0,0,0,0,0.0,0,0,0.0,0,,0.615582831900331,0,0,0,0,0.0,0,0,0.0,0,,1.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,0.1175659803246266,1.0,0.615582831900331,2,4,2,4,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8154_gradual_mild_s11_1635,8154,2023-11-02 12:45:00,2023-11-04 00:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,3,0.6689852700490998,1415.0,8294.0,33.0,-0.0789466329847962,-0.0668502876902291,-0.0952635352897149,True,0,0,0,0,0.0,0,0,0.0,0,,0.3181622792180904,0,0,0,0,0.0,0,0,0.0,0,,8.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1291735427313927,8.0,0.3181622792180904,2,1,2,1,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8154_gradual_moderate_s11_1855,8154,2023-11-04 19:45:00,2023-11-06 19:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,3,0.7590016366612111,1195.0,7678.0,45.0,-0.1738567685420463,-0.1488593998338486,-0.1817133482868406,True,0,0,0,0,0.0,1,0,0.0672268907563025,0,,0.7087593656978014,0,0,0,0,0.0,1,0,0.046875,0,,8.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1711915098475847,8.0,0.7087593656978014,2,1,2,1,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8154_gradual_marked_s11_2123,8154,2023-11-07 14:45:00,2023-11-10 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,3,0.868657937806874,1943.0,11930.0,56.0,-0.2825690664462912,-0.2636513613414804,-0.3138612670692104,True,1,1,1,1,0.3666666666666666,1,1,0.3666666666666666,93,24.25,0.4073081979446582,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1068208933053042,4.0,0.4073081979446582,2,1,2,1,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8154_isolated_short_variation_s11_1547,8154,2023-11-01 14:45:00,2023-11-01 17:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,3,0.6329787234042553,328.0,1869.0,1.0,0.1308604336043359,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.1173466191208059,0,0,0,0,0.0,0,0,0.0,0,,6.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0869552725604893,6.0,0.1173466191208059,2,1,2,1,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8165_gradual_mild_s11_1552,8165,2023-11-01 14:45:00,2023-11-03 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,0,0.6337280522662311,1202.0,7055.0,27.0,-0.0727063866008606,-0.0635690463494679,-0.0967051136660359,True,0,0,0,0,0.0,1,0,0.0734463276836158,0,,0.30196395547369,1,1,1,0,0.0208333333333333,1,0,0.0208333333333333,3,12.75,8.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1457482711620458,8.0,0.30196395547369,2,0,2,0,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8165_gradual_moderate_s11_1772,8165,2023-11-03 21:45:00,2023-11-05 21:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,0,0.7235606369946918,362.0,3446.0,48.0,-0.2322672007804981,-0.1962583511431528,-0.1713454339771413,True,1,2,1,1,0.3072916666666667,1,1,0.3958333333333333,96,16.25,0.7136595577324547,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1010803391536274,5.0,0.7136595577324547,2,0,2,0,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8165_gradual_marked_s11_2040,8165,2023-11-06 16:45:00,2023-11-09 04:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,0,0.8329930583911801,1774.0,11396.0,50.0,-0.3329609335217927,-0.3021721902854284,-0.3225554852129613,True,1,1,1,1,0.4375,1,1,0.4375,105,29.0,0.5188527643723827,1,1,1,0,0.0125,1,0,0.0125,3,5.5,9.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1276128517496256,9.0,0.5188527643723827,2,0,2,0,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8165_isolated_short_variation_s11_2356,8165,2023-11-09 23:45:00,2023-11-10 02:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,0,0.9620253164556962,51.0,360.0,2.0,0.138235294117647,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.276379755130211,0,0,0,0,0.0,0,0,0.0,0,,4.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.052069027857675,4.0,0.276379755130211,2,0,2,0,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8548_gradual_mild_s11_2225,8548,2023-11-08 14:45:00,2023-11-10 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,1,0.9081632653061223,768.0,4791.0,16.0,-0.07289685082754,-0.061406587481644,-0.0966170510964345,True,1,1,1,0,0.1388888888888889,1,0,0.1388888888888889,20,17.25,0.4421064760015071,1,1,1,0,0.0069444444444444,1,0,0.0069444444444444,1,6.5,7.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1534583073859222,7.0,0.4421064760015071,1,0,1,0,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8548_gradual_moderate_s11_1553,8548,2023-11-01 14:45:00,2023-11-03 14:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,1,0.6338775510204082,896.0,5693.0,24.0,-0.1694474840503845,-0.1374215595935686,-0.1825558872904283,True,1,1,1,0,0.1510416666666666,1,0,0.1510416666666666,29,17.25,0.5457555543077116,1,1,1,0,0.046875,1,0,0.046875,9,3.0,7.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1500849648525226,7.0,0.5457555543077116,1,0,1,0,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8548_gradual_marked_s11_1821,8548,2023-11-04 09:45:00,2023-11-06 21:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,1,0.743265306122449,602.0,3846.0,24.0,-0.2748008778179506,-0.2521433885253524,-0.2865707183176155,True,0,0,1,1,0.275,1,1,0.5436507936507936,66,,0.7591383282759179,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1631753884049919,5.0,0.7591383282759179,1,0,1,0,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
8548_isolated_short_variation_s11_2137,8548,2023-11-07 16:45:00,2023-11-07 19:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,1,0.8722448979591837,174.0,901.0,1.0,0.1168263090676884,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.1876924352253109,0,0,0,0,0.0,0,0,0.0,0,,7.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0629092543209169,7.0,0.1876924352253109,1,0,1,0,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
9888_gradual_mild_s11_1956,9888,2023-11-05 19:45:00,2023-11-07 07:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,2,0.7986933442221315,800.0,4728.0,31.0,-0.1148643504548841,-0.0941605003558645,-0.0844539618501312,True,0,0,0,0,0.0,0,0,0.0,0,,0.3589173682403524,1,1,0,0,0.0,1,0,0.0208333333333333,0,20.75,7.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.174518741338845,7.0,0.3589173682403524,2,1,2,1,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
9888_gradual_moderate_s11_2176,9888,2023-11-08 02:45:00,2023-11-10 02:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,2,0.8885259289505921,965.0,6301.0,42.0,-0.2546014155931393,-0.2184903829495026,-0.177213325650104,True,0,0,1,1,0.203125,1,1,0.3958333333333333,41,,0.517182221211754,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.095286355954225,4.0,0.517182221211754,2,1,2,1,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
9888_gradual_marked_s11_1552,9888,2023-11-01 14:45:00,2023-11-04 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,2,0.6337280522662311,967.0,6020.0,41.0,-0.3821948887734108,-0.3390271910490666,-0.2846092369932786,True,1,2,1,0,0.1708333333333333,1,1,0.2583333333333333,72,24.75,0.7195001123655838,0,0,0,0,0.0,0,0,0.0,0,,7.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1063899975670302,7.0,0.7195001123655838,2,1,2,1,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
9888_isolated_short_variation_s11_1868,9888,2023-11-04 21:45:00,2023-11-05 00:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,2,0.7627603103307472,20.0,123.0,4.0,0.0974999999999999,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.6504747281741662,0,0,0,0,0.0,0,0,0.0,0,,2.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0029962140958115,2.0,0.6504747281741662,2,1,2,1,10.177083333333334,25.447916666666668,10.177083333333334,d2a850c48f61d155617d8a43027d1b18680e2875a6003d2fda254d929d9b9a6c,1,min_families__4,min_families,4.0
2056_gradual_mild_s11_1555,2056,2023-11-01 14:45:00,2023-11-03 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,0,0.6341761827079935,300.0,2080.0,23.0,-0.1089118693615629,-0.0888107461032805,-0.0818213384503311,True,1,3,1,1,0.2012987012987013,1,1,0.2012987012987013,63,15.5,0.4450213526622437,1,1,1,0,0.0416666666666666,1,0,0.0416666666666666,6,3.0,9.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1488765646095069,9.0,0.4450213526622437,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,c8e612bd6f910a68d0f3b99e221b2537f659f8321291db4fac8ff8188af86d3c,1,coverage_min_pct__50p0,coverage_min_pct,50.0
2056_gradual_moderate_s11_1775,2056,2023-11-03 21:45:00,2023-11-05 21:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,0,0.7238988580750407,130.0,1176.0,38.0,-0.216006994824154,-0.1923584240434124,-0.1907925972474264,True,1,1,1,0,0.1510416666666666,1,1,0.6650485436893204,36,13.75,0.6818309617198212,0,0,0,0,0.0,0,0,0.0,0,,3.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1273324605913387,3.0,0.6818309617198212,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,c8e612bd6f910a68d0f3b99e221b2537f659f8321291db4fac8ff8188af86d3c,1,coverage_min_pct__50p0,coverage_min_pct,50.0
2056_gradual_marked_s11_2043,2056,2023-11-06 16:45:00,2023-11-09 04:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,0,0.8331973898858075,691.0,4350.0,42.0,-0.3933038241212693,-0.3472760656829531,-0.2959885295415894,True,1,1,1,1,0.475,1,1,0.475,114,16.0,0.4923229074832419,0,0,0,0,0.0,0,0,0.0,0,,8.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.133042554746591,8.0,0.4923229074832419,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,c8e612bd6f910a68d0f3b99e221b2537f659f8321291db4fac8ff8188af86d3c,1,coverage_min_pct__50p0,coverage_min_pct,50.0
2056_isolated_short_variation_s11_2359,2056,2023-11-09 23:45:00,2023-11-10 02:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,0,0.9620717781402937,2.0,41.0,3.0,0.0944444444444445,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.178699467842877,0,0,0,0,0.0,0,0,0.0,0,,3.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0348854780992813,3.0,0.178699467842877,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,c8e612bd6f910a68d0f3b99e221b2537f659f8321291db4fac8ff8188af86d3c,1,coverage_min_pct__50p0,coverage_min_pct,50.0
